owner,period,value,unit,objective
peng.dai3,2025 年 7 月,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
peng.dai3,2025 年 7 月,7,台,"### (多卖车多赚钱):月度车辆销售交付>10辆(上月交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为40+次,机会到试驾的转化率≥20%(上月为15.9%)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单目标>10辆,L60锁..."
ethan.zhuo,2025 年 7 月,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
ethan.zhuo,2025 年 7 月,7,台,"### V2
(多卖车多赚钱):月度车辆销售交付>10辆(上月
交付7辆),财务上达成Q3利润目标,确保增量投入的使用效率
月度试驾总量>160人次,人均月试驾目标为 40+次,机会到试驾的转化率≥20%(上月为 15.9%) Peng
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度车辆销售交付>10辆(上月交付7辆);月度锁单..."
mengyu.li3,2025 年 7 月,7,台,"### 结果指标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. l60锁单目标1
    - Progress: 0%
    - Score: 0
2. l60 交付1
    - Progress: 0%
    - Score: 0
3. l90 小订1
    - Progress: 0%
    - Score: 0
4...."
wenwen.wu,2025 年 7 月,5,台,"### V1(多卖车多赚钱):完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
A1:完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个

A2:月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比90%，录音合格率90%

A3:高配车型销售占比50%，官方汽车金融占比>60%，官方二手车占比>40%


V2(多建联多建信):当月新增建联≥1..."
shuai.li12,2025 年 7 月,5,台,"### 完成月度车辆销售交付≥5辆(挑战目标6辆),总利润贡献≥3万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥80个，月度新增机会>80个，合计个人机会池≥150个
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥5辆，落实试驾质量，app下载80%，选配70%，车机A级占比..."
yanxin.li2,2025 年 7 月,4,台,"### 多卖车多赚钱  月度车辆销售交付4
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量80
    - Progress: 0%
    - Score: 0
2. 月度车辆销售交付4
    - Progress: 0%
    - Score: 0
3. 月度锁单4台
    - Progress: 0%
   ..."
yanxin.li2,2025 年 7 月,4,台,"### 多卖车多赚钱  月度车辆销售交付4
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量80
    - Progress: 0%
    - Score: 0
2. 月度车辆销售交付4
    - Progress: 0%
    - Score: 0
3. 月度锁单4台
    - Progress: 0%
   ..."
zhengyuan.rui,2025 年 7 月,4,台,"### V1(多卖车多赚钱):完成月度车辆销售交付≥4辆(挑战目标Y辆)总利润贡献≥2万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾>60个(上月为18个)。机会到试驾的转化率>25%(上月为14%)。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标>4辆(上月为3辆),试驾到锁..."
yi.tian,2025 年 7 月,4,台,"### V1（多卖车多赚钱）：完成月度车辆销售交付≥4辆（挑战4目标3辆），总利润贡献≥1万元（或者：总亏损≤0万元）。L90锁单大于等于8台
A1:机会到试驾的转化率≥60%（上月为50%)。
A2：月度锁单目标3辆，上月完成2辆，试驾到锁单的转化率≥5%。
A3：高配车型销售占比＞50%（现为30%)，官方汽车金融占比100%（现为45%)
- **Progress:** 0%
- **Sco..."
qingyun.luo,2025 年 7 月,3,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,3,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
zhigang.sun,2025 年 7 月,3,台,"### 1. Fellow 个人 VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万

元(或者:总亏损≤1万元)。

A1:完成试驾≥0个(上月为0%)。月度新增机会>0个(上月为0%),合计个人机会池≥0个(上月为0%),机会到试驾的转化率≥0%(上月为0%)。

A2:月度锁单目标≥3辆(上月为0%),试驾到锁单的转化率≥10%(上月为0%)。

A3..."
jiawen.wu2,2025 年 7 月,3,台,"### 多卖车多赚钱
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836832258, Owner: mengting.xie (open_id: ou_39090c7e5748582791cd6095f6ce6baa)

#### Key Results:
1. 7月L60车型交付≥3台
    ..."
emily.dong,2025 年 7 月,3,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
emily.dong,2025 年 7 月,3,台,"### (多卖车多赚钱):月度车辆销售交付≥3辆
(挑战目标4辆，上月交付0辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度试驾总量≥70人次，月试驾目标为        
70+次。月度新增购买需求≥194个，机会到试驾
O        的转化率≥20%)
    - Progress: 0%
    - Score: ..."
junwei.lin,2025 年 7 月,3,台,"### 建联目标125，试驾50，交付3.
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428652244993, Owner: gabor.zhan (open_id: ou_b8cbc97aea607f8b278aab04fe1e8511)

#### Key Results:
1. 每周建联32组，..."
fangyuan.li2,2025 年 7 月,3,台,"### 7月L60交付3台，L90意向金15台，锁单5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)

#### Key Results:
1. 每..."
fangyuan.li2,2025 年 7 月,3,台,"### 7月L60交付3台，L90意向金15台，锁单5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)

#### Key Results:
1. 每..."
fangyuan.li2,2025 年 7 月,3,台,"### 7月L60交付3台，L90意向金15台，锁单5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516652006007717916, Owner: yayun.wang (open_id: ou_240214865c91b69f245f50ae36fdb654)

#### Key Results:
1. 每..."
cheng.peng4,2025 年 7 月,3,台,"### 本月交付3台，L90锁单目标4
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429561819138, Owner: xichen.li (open_id: ou_cf6ab38eea02d82b32754af208f08722)

#### Key Results:
1. 门店Wi留资率＞80%..."
cheng.peng4,2025 年 7 月,3,台,"### 本月交付3台，L90锁单目标4
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429561819138, Owner: xichen.li (open_id: ou_cf6ab38eea02d82b32754af208f08722)

#### Key Results:
1. 门店Wi留资率＞80%..."
michael.wu5,2025 年 7 月,3,台,"### 完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万元。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836799490, Owner: jay.zhao2 (open_id: ou_c550734838753c1d79cfcfdb131fb247)

#### Key Result..."
dejing.ma,2025 年 7 月,3,台,"### 石家庄裕华万达马德靖7月目标计划
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935445020, Owner: yufeng.zhang5 (open_id: ou_c517b2ae733d4bc916adcc00e18287b6)
    - 目标: 751665342793544502..."
dejing.ma,2025 年 7 月,3,台,"### 石家庄裕华万达马德靖7月目标计划
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935445020, Owner: yufeng.zhang5 (open_id: ou_c517b2ae733d4bc916adcc00e18287b6)
    - 目标: 751665342793544502..."
kevin.xu13,2025 年 7 月,3,台,"### 多卖车，多挣钱，完成月度交付3台目标
- **Progress:** 0%
- **Score:** 0

---"
kevin.xu13,2025 年 7 月,3,台,"### 多卖车，多挣钱，完成月度交付3台目标
- **Progress:** 0%
- **Score:** 0

---"
evan.liu4,2025 年 7 月,2,台,"### 月度销售交付目标>1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月锁单目标1台
    - Progress: 0%
    - Score: 0
2. 挑战月交付2台
    - Progress: 0%
    - Score: 0
3. 月试驾目标10个以上
    - Progress: 0%
    - Sco..."
evan.liu4,2025 年 7 月,2,台,"### 月度销售交付目标>1
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月锁单目标1台
    - Progress: 0%
    - Score: 0
2. 挑战月交付2台
    - Progress: 0%
    - Score: 0
3. 月试驾目标10个以上
    - Progress: 0%
    - Sco..."
dongliang.zhang,2025 年 7 月,2,台,"### 交付2台目标3单
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 一天打30到50个电话，以及线上留资，展厅留资和老客户介绍
    - Progress: 0%
    - Score: 0
2. 熟悉接待，试驾，谈单，交付流程，了解竞品的权益
    - Progress: 0%
    - Score: 0

---"
dongliang.zhang,2025 年 7 月,2,台,"### 交付2台目标3单
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 一天打30到50个电话，以及线上留资，展厅留资和老客户介绍
    - Progress: 0%
    - Score: 0
2. 熟悉接待，试驾，谈单，交付流程，了解竞品的权益
    - Progress: 0%
    - Score: 0

---"
jiajun.zheng2,2025 年 7 月,2,台,"### （多卖车多赚钱）：7月L60目标订单1台，挑战交付2台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 多打用户电话，扩大基本盘，增加手中用户数量
    - Progress: 0%
    - Score: 0
2. 工作日每天新增邀约试驾用户1组，周六日门店试驾，增加试驾量利用现有优惠政策促单
    - Progres..."
jiajun.zheng2,2025 年 7 月,2,台,"### （多卖车多赚钱）：7月L60目标订单1台，挑战交付2台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 多打用户电话，扩大基本盘，增加手中用户数量
    - Progress: 0%
    - Score: 0
2. 工作日每天新增邀约试驾用户1组，周六日门店试驾，增加试驾量利用现有优惠政策促单
    - Progres..."
xumin.han,2025 年 7 月,2,台,"### L60交付2台，L90锁单2台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272550060035, Owner: leo.li35 (open_id: ou_a5d80436d8a253e8e0140c46758dedb7)
    - 目标: 7516570272550060035, Own..."
xumin.han,2025 年 7 月,2,台,"### L60交付2台，L90锁单2台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272550060035, Owner: leo.li35 (open_id: ou_a5d80436d8a253e8e0140c46758dedb7)
    - 目标: 7516570272550060035, Own..."
xumin.han,2025 年 7 月,2,台,"### L60交付2台，L90锁单2台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272550060035, Owner: leo.li35 (open_id: ou_a5d80436d8a253e8e0140c46758dedb7)
    - 目标: 7516570272550060035, Own..."
qingyun.luo,2025 年 7 月,2,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,2,台,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
yu.xue,2025 年 7 月,2,台,"### 完成月度车辆交付2台，挑战3台。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾60个，月度增加机会140。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标2台，挑战目标3台。
    - Progress: 0%
    - Score: 0
3. 高配车型销售50%，官方金..."
yu.xue,2025 年 7 月,2,台,"### 完成月度车辆交付2台，挑战3台。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾60个，月度增加机会140。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标2台，挑战目标3台。
    - Progress: 0%
    - Score: 0
3. 高配车型销售50%，官方金..."
william.tao,2025 年 7 月,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
william.tao,2025 年 7 月,2,台,"### 多卖车多赚钱：月交付目标2台，锁单4台
（L60交付2台，锁单2台，L90锁单2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月建联总量150，新建建联120（月度建信百分百覆盖）
    - Progress: 0%
    - Score: 0
2. 月试驾总数60组 周试驾总数15组
周新增2组Forcase
 ..."
yilin.chen5,2025 年 7 月,2,台,"### 多卖车多赚钱:完成月度车辆销售交付≥2辆(挑战目标5辆)，总亏损≤1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥20个(上月为0)。月度新增机会>50个(上月为0),合计个人机会池≥50个(上月为100),机会到试驾的转化率≥15%(上月为0%)
    - Progress: 0%
    - Score..."
wenya.yang,2025 年 7 月,2,台,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
wenya.yang,2025 年 7 月,2,台,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
cheng.liu7,2025 年 7 月,2,台,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
cheng.liu7,2025 年 7 月,2,台,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
kai.wei2,2025 年 7 月,2,台,"### 本月完成目标锁单3，交付2
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429094875138, Owner: zheng.fang5 (open_id: ou_21b3e2ef823a569a683eee85150d05f4)
    - 目标: 7516653429094875138, Ow..."
ziqi.zhang5,2025 年 7 月,2,台,"### 个人目标达成:月度交付≥2
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427054985217, Owner: jasen.wu (open_id: ou_75a5b865bcdbd8bfed7e17bff3a14054)
    - 目标: 7516653427054985217, Owner..."
lipeng.wang2,2025 年 7 月,2,台,"### 本月锁单新增达成目标个人2台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 确保L60月度交付2台，挑战3台。
    - Progress: 0%
    - Score: 0
2. 挑战L90预定金目标12+，锁单4
    - Progress: 0%
    - Score: 0
3. 冲击月度重点车型选配车1台。
..."
lipeng.wang2,2025 年 7 月,2,台,"### 本月锁单新增达成目标个人2台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 确保L60月度交付2台，挑战3台。
    - Progress: 0%
    - Score: 0
2. 挑战L90预定金目标12+，锁单4
    - Progress: 0%
    - Score: 0
3. 冲击月度重点车型选配车1台。
..."
wujun.ren,2025 年 7 月,2,台,"### （多卖车多赚钱）：月度车辆销售交付≥2台
（挑战目标3台）
L90锁单≥1台，意向金≥1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651185101783068, Owner: freda.chang (open_id: ou_5881ab3db20d6a8b900cf7c9ba356fc4)
 ..."
juncheng.wang2,2025 年 7 月,2,台,"### （多卖车多赚钱）：完成L60月度锁单及交付2台（挑战目标4台）完成L90意向金5台（挑战目标10台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付目标2台 L90意向金5台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>40组
    - Progress: 0%..."
juncheng.wang2,2025 年 7 月,2,台,"### （多卖车多赚钱）：完成L60月度锁单及交付2台（挑战目标4台）完成L90意向金5台（挑战目标10台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付目标2台 L90意向金5台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>40组
    - Progress: 0%..."
jiashuo.zhang,2025 年 7 月,2,台,"### （多买车多赚钱）L60,月交付量2台，atv点数1800，实现个人盈利
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 平均每日新增L60建联数3-5条
    - Progress: 0%
    - Score: 0
2. 每周L60试驾量10组
    - Progress: 0%
    - Score: 0
3. L..."
xushen.huang,2025 年 7 月,2,台,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
xushen.huang,2025 年 7 月,2,台,"### V1：门店交付2台达成盈亏平衡
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935543324, Owner: mingjun.zhong2 (open_id: ou_3f0897e30e09d4b7162d65b4277c44fc)

#### Key Results:
1. A1：建联2..."
yuchen.zeng,2025 年 7 月,2,台,"### 多卖车多赚钱：60月度交付2台，90三台以上大定
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166531979..."
yuchen.zeng,2025 年 7 月,2,台,"### 多卖车多赚钱：60月度交付2台，90三台以上大定
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653197932412956, Owner: kangjin.hong (open_id: ou_b87709b9ee8ff0865956c922b238e74b)
    - 目标: 75166531979..."
jing.yang15,2025 年 7 月,2,台,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台

A2）月度试驾量>40组

A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu (o..."
jing.yang15,2025 年 7 月,2,台,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台

A2）月度试驾量>40组

A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu (o..."
leo.liu33,2025 年 7 月,2,台,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
leo.liu33,2025 年 7 月,2,台,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
can.li6,2025 年 7 月,2,台,"### 7月目标l60交付2台，l90交付1台，l90小定5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428653064193, Owner: yong.wen3 (open_id: ou_1e1b54491a6d7967fb981acd7c9e8502)

#### Key Results:
1...."
can.li6,2025 年 7 月,2,台,"### 7月目标l60交付2台，l90交付1台，l90小定5台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428653064193, Owner: yong.wen3 (open_id: ou_1e1b54491a6d7967fb981acd7c9e8502)

#### Key Results:
1...."
ziwei.liu7,2025 年 7 月,2,台,"### 月度车辆销售交付≥2（挑战≥3）
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426726617116, Owner: lichun.wu (open_id: ou_2ae0a473d9972d82acaff995b1d763fa)

#### Key Results:
1. 试驾数量周数≥15，..."
zian.xie,2025 年 7 月,2,台,"### v1 完成月度车辆交付>2台，挑战目标>3台，总亏损<=0.1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 完成试驾>35，月度新增购车需求>=10
    - Progress: 0%
    - Score: 0
2. a2 月度锁单目标>3辆
    - Progress: 0%
    - Score: ..."
