owner,period,value,unit,objective
xumin.han,2025 年 7 月,200,人,"### 7月新增建联200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516570272550060035, Owner: leo.li35 (open_id: ou_a5d80436d8a253e8e0140c46758dedb7)

#### Key Results:
1. 主动建联50人，门店路演..."
b.sc,2025 年 7 月,200,人,"### （多卖车多赚钱）完成月度车辆销售交付≥1辆（挑战目标2辆）总利润贡献≥0.7万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. （多建联多建信）放学新增建联≥200次
总建联人数≥150人 并持续建信
    - Progress: 0%
    - Score: 0
2. （能力成长）：持续学习，提升建联建信，卖车及服务相..."
b.sc,2025 年 7 月,200,人,"### （多卖车多赚钱）完成月度车辆销售交付≥1辆（挑战目标2辆）总利润贡献≥0.7万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. （多建联多建信）放学新增建联≥200次
总建联人数≥150人 并持续建信
    - Progress: 0%
    - Score: 0
2. （能力成长）：持续学习，提升建联建信，卖车及服务相..."
zhangyuan.yang,2025 年 7 月,200,人,"### 当月新增建联 ≥ 400 人，总建联人数 ≥ 450人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430737059868, Owner: alvaro.wang (open_id: ou_4b068ee5f199d8a88d8e78fd821db6b8)

#### Key Re..."
lealon.peng2,2025 年 7 月,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
lealon.peng2,2025 年 7 月,200,人,"### 当月新增建联>200人，持续建信
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752356354, Owner: jing.guo12 (open_id: ou_db985514076454a6bb790a2b3ad99cc5)
    - 目标: 7516653426752356354, ..."
yanxin.li2,2025 年 7 月,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
yanxin.li2,2025 年 7 月,200,人,"### V1	多建联多建信:一天建联5人/天并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度总新增建联200人
    - Progress: 0%
    - Score: 0
2. 建信池用户50%触达，触达次数3次服务池用户100%触达，触达次数5
    - Progress: 0%
    - Score: ..."
techang.hu,2025 年 7 月,200,人,"### （多建联多建信）：当月新增建联 ≥ 400 人，总建联人数 ≥ 450人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联 ≥ 300 人（其中主动建联 ≥ 50人，门店路演建联 ≥ 50人，电话建联≥200
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信..."
shuhang.liu2,2025 年 7 月,200,人,"### V2（多建联多建信）：当月新增建联 ≥ 400 人，总建联人数 ≥ 450人，并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1：月度新增建联 ≥ 300 人（其中主动建联 ≥ 50人，门店路演建联 ≥ 50人，电话建联≥200
    - Progress: 0%
    - Score: 0
2. A3：新..."
ziwei.liu7,2025 年 7 月,200,人,"### 多建联多建信，月度新增建联数≥200人，月度新增建信≥1000
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426726617116, Owner: lichun.wu (open_id: ou_2ae0a473d9972d82acaff995b1d763fa)

#### Key Results..."
leo.lou,2025 年 7 月,200,人,"### (多建联多建信):当月新增建联≥200人,总建联人数≥300人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>200人(其中主动建联≥80人,门店路演建联≥120人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数..."
leo.lou,2025 年 7 月,200,人,"### (多建联多建信):当月新增建联≥200人,总建联人数≥300人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>200人(其中主动建联≥80人,门店路演建联≥120人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数..."
leo.lou,2025 年 7 月,200,人,"### (多建联多建信):当月新增建联≥200人,总建联人数≥300人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>200人(其中主动建联≥80人,门店路演建联≥120人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数..."
leo.lou,2025 年 7 月,200,人,"### (多建联多建信):当月新增建联≥200人,总建联人数≥300人,并持续建信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联>200人(其中主动建联≥80人,门店路演建联≥120人)
    - Progress: 0%
    - Score: 0
2. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数..."
dongyu.zhou,2025 年 7 月,192,人,"### 基础工作任务
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 主动建联192
    - Progress: 0%
    - Score: 0
2. 试驾月度60
    - Progress: 0%
    - Score: 0
3. 电话月度120
    - Progress: 0%
    - Score: 0

-..."
nancy.xia,2025 年 7 月,190,人,"### 月度建联190，主动精准建联25，试驾42 月度建信率100%
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935789084, Owner: kun.xiong2 (open_id: ou_da69278049ad19e62f2e7c5512cb5396)

#### Key Result..."
zhilin.jiao,2025 年 7 月,190,人,"### 本月建信建联190个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每周建联建信大于43，本月最后半周建信建联主动建联18个，每周主动建联大于6个，最后半周主动建联大于1个，去确保试驾数量完成
    - Progress: 0%
    - Score: 0

---"
zhilin.jiao,2025 年 7 月,190,人,"### 本月建信建联190个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每周建联建信大于43，本月最后半周建信建联主动建联18个，每周主动建联大于6个，最后半周主动建联大于1个，去确保试驾数量完成
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,180,人,"### 主动建联180个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天主动建联6个
    - Progress: 0%
    - Score: 0
2. 每天通话30秒30个
    - Progress: 0%
    - Score: 0

---"
yeqi.ma2,2025 年 7 月,180,人,"### 主动建联180个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每天主动建联6个
    - Progress: 0%
    - Score: 0
2. 每天通话30秒30个
    - Progress: 0%
    - Score: 0

---"
klein.lin2,2025 年 7 月,170,人,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
cc.l,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
pandapia.li,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%，
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次，
    - Progress: 0%
    - S..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
wenjun.luo,2025 年 7 月,156,人,"### 当月新增建联156批，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联156批，其中门店占比70%，外拓占比30%
    - Progress: 0%
    - Score: 0
2. 建联用户建信100%覆盖，所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Sco..."
jiawen.wu2,2025 年 7 月,150,人,"### 多建联多建信:月度建联总量大于等于150人，
新增建联≥120人
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836832258, Owner: mengting.xie (open_id: ou_39090c7e5748582791cd6095f6ce6baa)

#### Key Res..."
