owner,period,value,unit,objective
xiaoyi.weng2,2025 年 7 月,50,组,"### 7月建联目标150，试驾50
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 利用好身边资源，和现在已有资源做一个最大化转变
    - Progress: 0%
    - Score: 0
2. 每天尽量做到一到两组用户试驾
    - Progress: 0%
    - Score: 0

---"
junwei.lin,2025 年 7 月,50,组,"### 建联目标125，试驾50，交付3.
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428652244993, Owner: gabor.zhan (open_id: ou_b8cbc97aea607f8b278aab04fe1e8511)

#### Key Results:
1. 每周建联32组，..."
shuo.qiu,2025 年 7 月,50,组,"### (多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目标2辆),总利润亏损＜2万
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥50个。月度新增机会>40个,合计个人机会池≥10个,机会到试驾的转化率≥30%
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥2辆,试驾到锁单的转..."
wujun.ren,2025 年 7 月,50,组,"### （多卖车多赚钱）：月度车辆销售交付≥2台
（挑战目标3台）
L90锁单≥1台，意向金≥1台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651185101783068, Owner: freda.chang (open_id: ou_5881ab3db20d6a8b900cf7c9ba356fc4)
 ..."
klein.lin2,2025 年 7 月,48,组,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
klein.lin2,2025 年 7 月,48,组,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
bin.zhu2,2025 年 7 月,45,组,"### 1、建联量200
2、试驾目标45
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 1、每天建联7个，先从周边朋友、前同事种草。帮忙扩大宣传。
    - Progress: 0%
    - Score: 0
2. 1、门店获客10
2、线上获客10
3、线下获客150
4、直播获客20
7、SSP10
    - Prog..."
bin.zhu2,2025 年 7 月,45,组,"### 1、建联量200
2、试驾目标45
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 1、每天建联7个，先从周边朋友、前同事种草。帮忙扩大宣传。
    - Progress: 0%
    - Score: 0
2. 1、门店获客10
2、线上获客10
3、线下获客150
4、直播获客20
7、SSP10
    - Prog..."
nancy.xia,2025 年 7 月,42,组,"### 月度建联190，主动精准建联25，试驾42 月度建信率100%
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653427935789084, Owner: kun.xiong2 (open_id: ou_da69278049ad19e62f2e7c5512cb5396)

#### Key Result..."
jia.li12,2025 年 7 月,40,组,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)，6个月合计10000分
A1）月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组   日跟进量>40组
- **Progress:** 0%
- **Score:** 0

---"
yanan.tao,2025 年 7 月,40,组,"### 多卖车多赚钱:
完成月度车辆销售交付≥T2辆(挑战目标T3辆)
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1:完成试驾≥40个。月度新增购车需求≥8个
个人合计购车需求池≥15个,机会到试驾的转化率≥50%。
    - Progress: 0%
    - Score: 0
2. A2:月度锁单目标≥2辆
试驾到锁单..."
xiaojie.xiong,2025 年 7 月,40,组,"### 1.月保一争二，完成新人首单任务
2.通过门店接待、拦截网络祈渠道建联80个
3.每日外呼有效接通50个，月试驾40个
4.接待流程试驾流程学习演练
- **Progress:** 0%
- **Score:** 0

---"
xiaojie.xiong,2025 年 7 月,40,组,"### 1.月保一争二，完成新人首单任务
2.通过门店接待、拦截网络祈渠道建联80个
3.每日外呼有效接通50个，月试驾40个
4.接待流程试驾流程学习演练
- **Progress:** 0%
- **Score:** 0

---"
yaoguo.chen,2025 年 7 月,40,组,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)
A1) 月度L60锁单及交付目标1.7台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
juncheng.wang2,2025 年 7 月,40,组,"### （多卖车多赚钱）：完成L60月度锁单及交付2台（挑战目标4台）完成L90意向金5台（挑战目标10台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付目标2台 L90意向金5台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>40组
    - Progress: 0%..."
jing.yang15,2025 年 7 月,40,组,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台

A2）月度试驾量>40组

A3）月度总跟进数>1080组 日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu (o..."
zhen.yao2,2025 年 7 月,40,组,"### 完成销售目标:
完成月度车辆销售交付≥T2辆(挑战目标T3辆)
A1:完成试驾≥40个。月度新增购车需求≥15个
个人合计购车需求池≥20个,机会到试驾的转化率≥50%。 
A2:月度锁单目标≥2辆
试驾到锁单的转化率≥6%。
A3:高配车型销售占比>40%,官方汽车CHE金融占比>50%,官方二手车占比ang C>50%
A4:周边异业商圈多走动建联尝试转介绍。
- **Progress..."
gaojun.zhao,2025 年 7 月,40,组,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
gaojun.zhao,2025 年 7 月,40,组,"### 月目标L60交付1台/L90锁单1台
例子35组
FC7日8组/FC30日25组
试驾40组
建信建联150组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836258818, Owner: tina.wu1 (open_id: ou_a7610ab5fda83a93ccd1070c455a..."
leo.liu33,2025 年 7 月,40,组,"### (多卖车多赚钱):完成L60月度锁单及交付2台(挑战目标4台)
A1) 月度L60锁单及交付目标2台
A2）月度试驾量>40组
A3）月度总跟进数>1080组 日跟进量>40组

(多建联多建信):月度个人新增建联>97组 
A1)月度个人新增建联>97组 
A2)开口获取新增建联目标，每日线索3-5个/人(周中3，周末5)，企业微信添加率80%
A3 在社媒(含朋友圈、小红书、抖音)精心..."
michael.wu5,2025 年 7 月,40,组,"### 完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万元。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426836799490, Owner: jay.zhao2 (open_id: ou_c550734838753c1d79cfcfdb131fb247)

#### Key Result..."
fangying.liao,2025 年 7 月,40,组,"### (多卖车多赚钱):完成L60月度锁单及交付1.7台(挑战目标4台)A1)  月度L60锁单及交付目标1.7台A2）月度试驾量>40组A3）月度总跟进数>1080组   日跟进量>40组
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429093908482, Owner: zhengrui.liu ..."
zian.xie,2025 年 7 月,35,组,"### v1 完成月度车辆交付>2台，挑战目标>3台，总亏损<=0.1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. a1 完成试驾>35，月度新增购车需求>=10
    - Progress: 0%
    - Score: 0
2. a2 月度锁单目标>3辆
    - Progress: 0%
    - Score: ..."
wenyu.zhang4,2025 年 7 月,30,组,"### 7月电话300个 主动建联门店接待40个 试驾30个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低留资两个以上 电话20个 邀约试驾一周五个以上 争取十次试驾
    - Progress: 0%
    - Score: 0

---"
wenyu.zhang4,2025 年 7 月,30,组,"### 7月电话300个 主动建联门店接待40个 试驾30个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低留资两个以上 电话20个 邀约试驾一周五个以上 争取十次试驾
    - Progress: 0%
    - Score: 0

---"
dan.liu4,2025 年 7 月,30,组,"### V1(多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目标2辆)，总利润贡献≥1万元 (或者:总亏损≤2万元)。
A1:完成试驾≥30个。
A2:月度锁单目标≥1辆(上月为0%)，试驾到锁单的转化率≥3%(上月为0%）
- **Progress:** 0%
- **Score:** 0

---"
wenya.yang,2025 年 7 月,30,组,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
wenya.yang,2025 年 7 月,30,组,"### 多积累客户资源 ，抖音➕小红书拓客，每天直播半小时以上 ，完成月度4台锁单，交付2台目标，L90意向金10个，中高配车型占比超45%
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 目标拆解，建联每日6个以上，每日call量20个三十秒以上，月试驾30组以上。
    - Progress: 0%
    - Score: 0..."
botao.kan,2025 年 7 月,30,组,"### (多卖车多赚钱):完成月度车辆销售交付≥1辆(挑战目示3辆),总利润贡献≥1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥30个。月度新增机会>10个合计个人机会池≥7个,机会到试驾的转化率≥10%。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标≥1辆,试驾到锁单的转..."
bin.zhu2,2025 年 7 月,30,组,"### 1、建联量200
2、试驾目标45
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 1、每天建联7个，先从周边朋友、前同事种草。帮忙扩大宣传。
    - Progress: 0%
    - Score: 0
2. 1、门店获客10
2、线上获客10
3、线下获客150
4、直播获客20
7、SSP10
    - Prog..."
zhenhua.fu,2025 年 7 月,30,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,30,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhiming.lu,2025 年 7 月,30,组,"### 要卖5台车
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联40组
    - Progress: 0%
    - Score: 0
2. 本月完成试驾30组，通过主动建联主动邀请门店用户，以及线上涟漪用户
    - Progress: 0%
    - Score: 0
3. 每周产出1个半重要客户，从主动建联和已试..."
zhiming.lu,2025 年 7 月,30,组,"### 要卖5台车
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联40组
    - Progress: 0%
    - Score: 0
2. 本月完成试驾30组，通过主动建联主动邀请门店用户，以及线上涟漪用户
    - Progress: 0%
    - Score: 0
3. 每周产出1个半重要客户，从主动建联和已试..."
xin.peng3,2025 年 7 月,26,组,"### 1、主动建联量30、建信量60
2、基础过程指标：leads50、试驾26
3、结果指标：交付台数3台、ATV点数2790、个人盈利情况:3万
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516651638213591041, Owner: spark.zhang (open_id: ou_0071216f5..."
jia.liu14,2025 年 7 月,25,组,"### 当月完成40个新增建联，试驾25个，当月破蛋
当日目标2个新增建联，1个邀约试驾，企业微信互动10
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度完成试驾≥20个；月度新增建联>40个，机会到试驾的转化率≥50%
当班每日严闭环2新增建联+1试驾+1排程+企微互动10，完成基础工作达成
    - Progress: 0..."
jia.liu14,2025 年 7 月,25,组,"### 当月完成40个新增建联，试驾25个，当月破蛋
当日目标2个新增建联，1个邀约试驾，企业微信互动10
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度完成试驾≥20个；月度新增建联>40个，机会到试驾的转化率≥50%
当班每日严闭环2新增建联+1试驾+1排程+企微互动10，完成基础工作达成
    - Progress: 0..."
yilin.chen5,2025 年 7 月,20,组,"### 多卖车多赚钱:完成月度车辆销售交付≥2辆(挑战目标5辆)，总亏损≤1万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾≥20个(上月为0)。月度新增机会>50个(上月为0),合计个人机会池≥50个(上月为100),机会到试驾的转化率≥15%(上月为0%)
    - Progress: 0%
    - Score..."
sanjiu.liu,2025 年 7 月,20,组,"### 七月完成锁单L60两台 交付两台
完成试驾20组 ，新增主动建联50
完成L90小定三台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430187753474, Owner: junrui.liu (open_id: ou_b09aa1222536037204ab232121f3b4a7)

--..."
sanjiu.liu,2025 年 7 月,20,组,"### 七月完成锁单L60两台 交付两台
完成试驾20组 ，新增主动建联50
完成L90小定三台
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430187753474, Owner: junrui.liu (open_id: ou_b09aa1222536037204ab232121f3b4a7)

--..."
jia.liu14,2025 年 7 月,20,组,"### 当月完成40个新增建联，试驾25个，当月破蛋
当日目标2个新增建联，1个邀约试驾，企业微信互动10
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度完成试驾≥20个；月度新增建联>40个，机会到试驾的转化率≥50%
当班每日严闭环2新增建联+1试驾+1排程+企微互动10，完成基础工作达成
    - Progress: 0..."
haoxiang.fang,2025 年 7 月,20,组,"### 多卖车多赚钱，完成月度两台锁单，交付一台目标。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联每日10个以上，每日call量6个30秒以上，月试驾20组以上。
    - Progress: 0%
    - Score: 0
2. 配合区域售卖中高配车型，比例目标50%，提高售卖利润。
    - Progress: ..."
haoxiang.fang,2025 年 7 月,20,组,"### 多卖车多赚钱，完成月度两台锁单，交付一台目标。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联每日10个以上，每日call量6个30秒以上，月试驾20组以上。
    - Progress: 0%
    - Score: 0
2. 配合区域售卖中高配车型，比例目标50%，提高售卖利润。
    - Progress: ..."
linguang.wu,2025 年 7 月,15,组,"### 建联50个用户、试驾15、持续建信每日20+
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 学习建联、建信怎么玩法、完好的去执行领导给的任务
    - Progress: 0%
    - Score: 0
2. 明确自己每天工作需要的数据1.电话每天50+
2.试驾每天2+
3.高质量客户沟通聊天5+
    - Pro..."
xucan.ye,2025 年 7 月,15,组,"### 建联50个用户、试驾15、建信每日20+
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 学习建信建联方法，及时完成领导给的任务
    - Progress: 0%
    - Score: 0
2. 明确执行自己每天的数据
1.电话量50+
2.试驾2+
3.高质量用户沟通
    - Progress: 0%
    -..."
zhuqiang.chen,2025 年 7 月,15,组,"### （多卖车多赚钱）：完成L60锁单及交付1台（挑战目标2台）
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度L60锁单及交付1台
    - Progress: 0%
    - Score: 0
2. 月度试驾量>15组
    - Progress: 0%
    - Score: 0
3. 月度跟进数>600组，每日..."
junwei.lin,2025 年 7 月,13,组,"### 建联目标125，试驾50，交付3.
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428652244993, Owner: gabor.zhan (open_id: ou_b8cbc97aea607f8b278aab04fe1e8511)

#### Key Results:
1. 每周建联32组，..."
junwei.lin,2025 年 7 月,13,组,"### 建联目标125，试驾50，交付3.
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428652244993, Owner: gabor.zhan (open_id: ou_b8cbc97aea607f8b278aab04fe1e8511)

#### Key Results:
1. 每周建联32组，..."
xiang.zhou7,2025 年 7 月,12,组,"### 本月完成上岗考核。完成基础试驾、外呼、新增用户目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429860417537, Owner: bob.bu1 (open_id: ou_ec735a25e674faeee5f1a06dcada7399)

#### Key Results:
1. 每周..."
xiang.zhou7,2025 年 7 月,12,组,"### 本月完成上岗考核。完成基础试驾、外呼、新增用户目标。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653429860417537, Owner: bob.bu1 (open_id: ou_ec735a25e674faeee5f1a06dcada7399)

#### Key Results:
1. 每周..."
klein.lin2,2025 年 7 月,12,组,"### 建立广泛有效联系，达成建联170，外呼780，试驾48批目标
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 通过线下门店接待、外拓活动，竞品拦截、抖音小红书等渠道达成每日7个建联目标
    - Progress: 0%
    - Score: 0
2. 精准外呼邀约转化，每日完成30有效外呼
    - Progress..."
alan.xie3,2025 年 7 月,12,组,"### 新人入职加加电⛽️ 尽快熟悉各流程，除本品外 同组讨论 学习竞品
周均邀约12+周均试驾12+ 月锁单2+
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426710822914, Owner: star.xu (open_id: ou_8e475314f3cca1e78928b14426de1f1..."
jiashuo.zhang,2025 年 7 月,10,组,"### （多买车多赚钱）L60,月交付量2台，atv点数1800，实现个人盈利
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 平均每日新增L60建联数3-5条
    - Progress: 0%
    - Score: 0
2. 每周L60试驾量10组
    - Progress: 0%
    - Score: 0
3. L..."
xianmin.lan,2025 年 7 月,10,组,"### 当月目标交付1辆，试驾10组，建联:40人，
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 加强学习，熟记产品知识卖点，尽快上手开单
    - Progress: 0%
    - Score: 0
2. 培训区间专心认真听课，早点考试结束，拿到内部驾照。
    - Progress: 0%
    - Score: 0..."
xianmin.lan,2025 年 7 月,10,组,"### 当月目标交付1辆，试驾10组，建联:40人，
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 加强学习，熟记产品知识卖点，尽快上手开单
    - Progress: 0%
    - Score: 0
2. 培训区间专心认真听课，早点考试结束，拿到内部驾照。
    - Progress: 0%
    - Score: 0..."
mingjun.yan,2025 年 7 月,10,组,"### 目标：卖一辆L60
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653428641431580, Owner: jingyao.qi (open_id: ou_372f0285fbdca2702903375c815d1b69)

#### Key Results:
1. 主动建联40➕ 有效客户15➕
..."
zhenhua.fu,2025 年 7 月,10,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,10,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
nini.chai,2025 年 7 月,10,组,"### 7月完成电话300个，门店接待40个，试驾10个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低2个以上，电话20个，争取完成内部驾照考取，开始带试驾
    - Progress: 0%
    - Score: 0

---"
nini.chai,2025 年 7 月,10,组,"### 7月完成电话300个，门店接待40个，试驾10个
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店接待每日最低2个以上，电话20个，争取完成内部驾照考取，开始带试驾
    - Progress: 0%
    - Score: 0

---"
zilong.peng,2025 年 7 月,9,组,"### 个人目标
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653404203352066, Owner: yuezhong.zheng (open_id: ou_98eeb63a9c6b5eff2010500f23b9bf2b)
    - 目标: 7516653404203352066, Owner: y..."
qingyun.luo,2025 年 7 月,6,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
qingyun.luo,2025 年 7 月,6,组,"### 多卖车多赚钱，7月完成月度目标，扭亏为盈，利润持正
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 门店试驾完成30组，每周10个以上，周中试驾6组，周末试驾4组（挑战试驾完成40组）
    - Progress: 0%
    - Score: 0
2. 挑战月度交付2台（挑战交付3台）
    - Progress: 0..."
xinhan.zhang2,2025 年 7 月,5,组,"### （多卖车多赚钱）：月度车辆销售交付1
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516649263771418625, Owner: long.wu2 (open_id: ou_7d19ec0a06c0997379906afda78c3142)

#### Key Results:
1. 月度试驾≥5
  ..."
landon.zhu,2025 年 7 月,5,组,"### 每周试驾5个，建联30个用户
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日通过门店接待以及电话搜寻用户
    - Progress: 0%
    - Score: 0

---"
landon.zhu,2025 年 7 月,5,组,"### 每周试驾5个，建联30个用户
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 每日通过门店接待以及电话搜寻用户
    - Progress: 0%
    - Score: 0

---"
